"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2018","2018",0.710942267004874,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2018","2018",0.714211042294879,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2018","2018",0.722006725940941,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2018","2018",0.725192110743376,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2018","2018",0.726189209803837,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2018","2018",0.729046490247684,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2018","2018",0.740276594790873,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2018","2018",0.741393767958766,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2018","2018",0.753541423791681,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2018","2018",0.755069305397303,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2018","2018",0.763840153595624,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2018","2018",0.766376850646599,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2018","2018",0.768164720709018,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2018","2018",0.774357886254136,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2018","2018",0.785438458446301,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2018","2018",0.793654758930802,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2018","2018",0.791860475004039,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2018","2018",0.793770987098457,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2018","2018",0.807946507700283,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2018","2018",0.808892595174085,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2018","2018",0.807915111623105,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2018","2018",0.814750174835573,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2018","2018",0.82636344528291,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2018","2018",0.838731208218691,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2018","2018",0.846632423756019,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2018","2018",0.844810238748442,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2018","2018",0.846846018644376,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2018","2018",0.852207025144763,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2018","2018",0.845367742047923,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2018","2018",0.857021392301534,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2018","2018",0.858542195177633,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2018","2018",0.859147613555413,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2018","2018",0.863041802876065,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2018","2018",0.877449261895208,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2018","2018",0.871560852982335,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2018","2018",0.878862215253498,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2018","2018",0.882952458660392,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2018","2018",0.886097415116197,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2018","2018",0.88914878215133,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2018","2018",0.891897923800353,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2018","2018",0.895451593018108,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2018","2018",0.903957239116303,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2018","2018",0.907113939878445,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2018","2018",0.914628513994942,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2018","2018",0.914185154187337,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2018","2018",0.918963576570117,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2018","2018",0.915808116205607,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2018","2018",0.926086485314837,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2018","2018",0.925559969223962,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2018","2018",0.927675255169186,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2018","2018",0.923726268597146,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2018","2018",0.927931091026593,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2018","2018",0.933404060559868,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2018","2018",0.939494602195756,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2018","2018",0.940140424458809,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2018","2018",0.948494516074227,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2018","2018",0.954273753547161,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2018","2018",0.958113175229095,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2018","2018",0.959671774130824,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2018","2018",0.962443347212499,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2018","2018",0.969964389355256,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2018","2018",0.972329219400991,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2018","2018",0.976818546618598,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2018","2018",0.980063162276376,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2018","2018",0.987896369091244,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2018","2018",0.988668204600167,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2018","2018",0.996806857908761,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2018","2018",1.00303483650353,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2018","2018",1.01139240280829,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2018","2018",1.02450435944119,,
"GBR","United Kingdom","PGDP","Gross domestic product, market prices, deflator","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2018","2018",1.10203013474018,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1979-Q1","Q1-1979","GBP","Pound Sterling","0","Units",,,16672000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1979-Q2","Q2-1979","GBP","Pound Sterling","0","Units",,,12200000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1979-Q3","Q3-1979","GBP","Pound Sterling","0","Units",,,18504000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1979-Q4","Q4-1979","GBP","Pound Sterling","0","Units",,,24968000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1980-Q1","Q1-1980","GBP","Pound Sterling","0","Units",,,18532000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1980-Q2","Q2-1980","GBP","Pound Sterling","0","Units",,,24224000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1980-Q3","Q3-1980","GBP","Pound Sterling","0","Units",,,26384000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1980-Q4","Q4-1980","GBP","Pound Sterling","0","Units",,,28012000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1981-Q1","Q1-1981","GBP","Pound Sterling","0","Units",,,28032000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1981-Q2","Q2-1981","GBP","Pound Sterling","0","Units",,,26456000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1981-Q3","Q3-1981","GBP","Pound Sterling","0","Units",,,25960000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1981-Q4","Q4-1981","GBP","Pound Sterling","0","Units",,,27752000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1982-Q1","Q1-1982","GBP","Pound Sterling","0","Units",,,27816000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1982-Q2","Q2-1982","GBP","Pound Sterling","0","Units",,,30120000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1982-Q3","Q3-1982","GBP","Pound Sterling","0","Units",,,26556000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1982-Q4","Q4-1982","GBP","Pound Sterling","0","Units",,,25272000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1983-Q1","Q1-1983","GBP","Pound Sterling","0","Units",,,24124000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1983-Q2","Q2-1983","GBP","Pound Sterling","0","Units",,,30484000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1983-Q3","Q3-1983","GBP","Pound Sterling","0","Units",,,24852000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1983-Q4","Q4-1983","GBP","Pound Sterling","0","Units",,,28212000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1984-Q1","Q1-1984","GBP","Pound Sterling","0","Units",,,31272000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1984-Q2","Q2-1984","GBP","Pound Sterling","0","Units",,,27212000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1984-Q3","Q3-1984","GBP","Pound Sterling","0","Units",,,35812000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1984-Q4","Q4-1984","GBP","Pound Sterling","0","Units",,,39056000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1985-Q1","Q1-1985","GBP","Pound Sterling","0","Units",,,35368000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1985-Q2","Q2-1985","GBP","Pound Sterling","0","Units",,,37516000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1985-Q3","Q3-1985","GBP","Pound Sterling","0","Units",,,33532000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1985-Q4","Q4-1985","GBP","Pound Sterling","0","Units",,,33516000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1986-Q1","Q1-1986","GBP","Pound Sterling","0","Units",,,32168000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1986-Q2","Q2-1986","GBP","Pound Sterling","0","Units",,,41360000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1986-Q3","Q3-1986","GBP","Pound Sterling","0","Units",,,34296000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1986-Q4","Q4-1986","GBP","Pound Sterling","0","Units",,,35020000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1987-Q1","Q1-1987","GBP","Pound Sterling","0","Units",,,32760000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1987-Q2","Q2-1987","GBP","Pound Sterling","0","Units",,,35080000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1987-Q3","Q3-1987","GBP","Pound Sterling","0","Units",,,32704000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1987-Q4","Q4-1987","GBP","Pound Sterling","0","Units",,,27908000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1988-Q1","Q1-1988","GBP","Pound Sterling","0","Units",,,30036000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1988-Q2","Q2-1988","GBP","Pound Sterling","0","Units",,,31316000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1988-Q3","Q3-1988","GBP","Pound Sterling","0","Units",,,27844000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1988-Q4","Q4-1988","GBP","Pound Sterling","0","Units",,,27920000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1989-Q1","Q1-1989","GBP","Pound Sterling","0","Units",,,31588000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1989-Q2","Q2-1989","GBP","Pound Sterling","0","Units",,,34440000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1989-Q3","Q3-1989","GBP","Pound Sterling","0","Units",,,45484000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1989-Q4","Q4-1989","GBP","Pound Sterling","0","Units",,,40172000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1990-Q1","Q1-1990","GBP","Pound Sterling","0","Units",,,48180000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1990-Q2","Q2-1990","GBP","Pound Sterling","0","Units",,,42488000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1990-Q3","Q3-1990","GBP","Pound Sterling","0","Units",,,49256000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1990-Q4","Q4-1990","GBP","Pound Sterling","0","Units",,,56896000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1991-Q1","Q1-1991","GBP","Pound Sterling","0","Units",,,61868000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1991-Q2","Q2-1991","GBP","Pound Sterling","0","Units",,,57680000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1991-Q3","Q3-1991","GBP","Pound Sterling","0","Units",,,71280000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1991-Q4","Q4-1991","GBP","Pound Sterling","0","Units",,,70476000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1992-Q1","Q1-1992","GBP","Pound Sterling","0","Units",,,76044000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1992-Q2","Q2-1992","GBP","Pound Sterling","0","Units",,,75764000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1992-Q3","Q3-1992","GBP","Pound Sterling","0","Units",,,78368000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1992-Q4","Q4-1992","GBP","Pound Sterling","0","Units",,,78332000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1993-Q1","Q1-1993","GBP","Pound Sterling","0","Units",,,72656000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1993-Q2","Q2-1993","GBP","Pound Sterling","0","Units",,,85164000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1993-Q3","Q3-1993","GBP","Pound Sterling","0","Units",,,82240000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1993-Q4","Q4-1993","GBP","Pound Sterling","0","Units",,,81848000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1994-Q1","Q1-1994","GBP","Pound Sterling","0","Units",,,70908000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1994-Q2","Q2-1994","GBP","Pound Sterling","0","Units",,,69248000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1994-Q3","Q3-1994","GBP","Pound Sterling","0","Units",,,76656000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1994-Q4","Q4-1994","GBP","Pound Sterling","0","Units",,,69816000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1995-Q1","Q1-1995","GBP","Pound Sterling","0","Units",,,83740000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1995-Q2","Q2-1995","GBP","Pound Sterling","0","Units",,,82488000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1995-Q3","Q3-1995","GBP","Pound Sterling","0","Units",,,86396000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1995-Q4","Q4-1995","GBP","Pound Sterling","0","Units",,,82160000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1996-Q1","Q1-1996","GBP","Pound Sterling","0","Units",,,86868000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1996-Q2","Q2-1996","GBP","Pound Sterling","0","Units",,,84416000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1996-Q3","Q3-1996","GBP","Pound Sterling","0","Units",,,86596000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1996-Q4","Q4-1996","GBP","Pound Sterling","0","Units",,,67684000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1997-Q1","Q1-1997","GBP","Pound Sterling","0","Units",,,66376000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1997-Q2","Q2-1997","GBP","Pound Sterling","0","Units",,,72344000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1997-Q3","Q3-1997","GBP","Pound Sterling","0","Units",,,71088000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1997-Q4","Q4-1997","GBP","Pound Sterling","0","Units",,,59228000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1998-Q1","Q1-1998","GBP","Pound Sterling","0","Units",,,53680000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1998-Q2","Q2-1998","GBP","Pound Sterling","0","Units",,,53672000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1998-Q3","Q3-1998","GBP","Pound Sterling","0","Units",,,42408000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1998-Q4","Q4-1998","GBP","Pound Sterling","0","Units",,,42268000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1999-Q1","Q1-1999","GBP","Pound Sterling","0","Units",,,21244000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1999-Q2","Q2-1999","GBP","Pound Sterling","0","Units",,,43844000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1999-Q3","Q3-1999","GBP","Pound Sterling","0","Units",,,43308000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","1999-Q4","Q4-1999","GBP","Pound Sterling","0","Units",,,58396000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2000-Q1","Q1-2000","GBP","Pound Sterling","0","Units",,,54972000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2000-Q2","Q2-2000","GBP","Pound Sterling","0","Units",,,52884000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2000-Q3","Q3-2000","GBP","Pound Sterling","0","Units",,,60212000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2000-Q4","Q4-2000","GBP","Pound Sterling","0","Units",,,73180000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2001-Q1","Q1-2001","GBP","Pound Sterling","0","Units",,,70220000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2001-Q2","Q2-2001","GBP","Pound Sterling","0","Units",,,62760000000,,
"GBR","United Kingdom","SAVH_G","Gross saving of households and non-profit institutions serving households","Q","Quarterly","2001-Q3","Q3-2001","GBP","Pound Sterling","0","Units",,,56560000000,,
